,date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
591,2021-12-04,72.0,62.0,96.0,28.0,83.0,87.0,70.0,99.0,20370.0,24060.0,3690.0,6030.0,13200.0,1140.0,26.0,85.0,240.0,12420.0,2021-12-03T23:33:03-08:00,2021-12-04T06:14:03-08:00,59.43,55.0,26.0,-0.32,-0.05,13.875,71,72,100,100,100,100,642,2780,8849,10922,33900,30540,18000,2340,1620,0,1.5625,0,70.0,57,74,92,83,94.0,40.0,65,93.0
592,2021-12-05,50.0,29.0,28.0,96.0,81.0,85.0,67.0,3.0,12780.0,15180.0,2400.0,1740.0,6720.0,4320.0,27.0,84.0,180.0,6900.0,2021-12-05T05:42:12+01:00,2021-12-05T09:55:12+01:00,62.11,58.0,32.0,0.25,0.06,14.5,84,98,100,100,100,99,177,2169,4049,2829,22800,53040,9720,840,0,0,1.1875,0,51.0,3,55,100,85,83.0,21.0,64,57.0
593,2021-12-06,84.0,100.0,98.0,50.0,62.0,73.0,70.0,100.0,32430.0,42480.0,10050.0,7650.0,22800.0,1980.0,40.0,76.0,240.0,19800.0,2021-12-05T19:36:32+01:00,2021-12-06T07:24:32+01:00,60.9,52.0,26.0,0.4,0.3,13.25,94,64,100,100,100,99,565,2669,7333,8868,35040,31320,12960,780,1620,4680,1.5,0,74.0,88,68,100,92,71.0,93.0,55,31.0
594,2021-12-07,81.0,91.0,98.0,33.0,90.0,73.0,72.0,92.0,26970.0,30780.0,3810.0,7470.0,18210.0,1290.0,32.0,88.0,330.0,14910.0,2021-12-06T23:06:44+01:00,2021-12-07T07:39:44+01:00,59.83,52.0,33.0,0.62,0.57,15.125,94,63,95,100,100,98,385,2521,8788,6879,38160,29220,15840,2580,0,600,1.4375,1,69.0,81,74,96,95,53.0,93.0,57,23.0
595,2021-12-08,77.0,69.0,92.0,58.0,95.0,79.0,81.0,82.0,21750.0,24180.0,2430.0,5460.0,14040.0,2250.0,35.0,90.0,510.0,11460.0,2021-12-08T00:23:45+01:00,2021-12-08T07:06:45+01:00,54.7,50.0,35.0,0.12,0.5,13.875,87,32,78,100,100,97,420,2648,9340,7627,54540,11940,17220,2400,0,300,1.53125,2,79.0,71,70,100,99,95.0,83.0,60,95.0
596,2021-12-09,76.0,96.0,97.0,76.0,72.0,76.0,20.0,48.0,18960.0,22500.0,3540.0,5850.0,11310.0,1800.0,32.0,84.0,2880.0,12210.0,2021-12-09T02:11:19-08:00,2021-12-09T08:26:19-08:00,58.82,49.0,29.0,0.15,0.36,14.125,95,80,100,95,100,97,464,2587,8134,8431,28380,34080,16680,3720,120,3420,1.46875,0,85.0,68,77,96,98,92.0,100.0,71,100.0
597,2021-12-10,86.0,77.0,100.0,96.0,93.0,86.0,75.0,100.0,23730.0,26520.0,2790.0,10260.0,8970.0,4500.0,20.0,89.0,360.0,13050.0,2021-12-09T21:55:56-08:00,2021-12-10T05:17:56-08:00,53.0,46.0,44.0,0.14,0.27,14.5,90,61,78,95,100,99,884,3076,13319,16307,39540,22500,14760,7800,1260,540,1.75,2,90.0,94,77,100,97,93.0,100.0,79,100.0
598,2021-12-11,79.0,82.0,97.0,35.0,81.0,86.0,67.0,98.0,23460.0,27060.0,3600.0,5430.0,16710.0,1320.0,34.0,87.0,180.0,13380.0,2021-12-10T22:59:50-08:00,2021-12-11T06:30:50-08:00,60.13,55.0,28.0,0.54,0.44,13.875,96,86,100,95,100,99,504,2611,7055,8682,27660,31620,16620,840,1260,8400,1.46875,0,68.0,76,78,55,94,59.0,51.0,72,100.0
599,2021-12-12,90.0,86.0,100.0,96.0,100.0,90.0,72.0,100.0,25650.0,26940.0,1290.0,9270.0,11460.0,4920.0,24.0,95.0,330.0,13440.0,2021-12-11T22:57:45-08:00,2021-12-12T06:26:45-08:00,63.89,57.0,24.0,0.99,0.79,14.125,96,80,100,100,100,99,389,2489,8071,6865,28800,37860,17220,2520,0,0,1.40625,0,60.0,100,80,90,95,22.0,43.0,62,100.0
600,2021-12-14,75.0,69.0,93.0,46.0,67.0,81.0,78.0,100.0,21870.0,27960.0,6090.0,5490.0,14610.0,1770.0,23.0,78.0,450.0,15150.0,2021-12-13T21:31:24-08:00,2021-12-14T05:17:24-08:00,58.45,50.0,32.0,0.09,0.55,14.25,96,76,100,100,100,99,583,2739,11207,10678,32880,30480,18600,4020,180,240,1.5625,0,83.0,66,78,100,95,98.0,100.0,61,100.0
601,2021-12-15,78.0,74.0,97.0,43.0,81.0,78.0,83.0,100.0,22950.0,27180.0,4230.0,7110.0,14190.0,1650.0,25.0,84.0,540.0,13140.0,2021-12-14T21:38:09-08:00,2021-12-15T05:11:09-08:00,60.26,51.0,31.0,-0.08,0.11,13.5,96,73,100,100,100,100,743,2910,8125,12470,33540,28860,19020,2340,1860,780,1.65625,0,74.0,74,77,100,92,100.0,84.0,59,34.0
602,2021-12-16,83.0,82.0,95.0,62.0,97.0,68.0,83.0,100.0,24900.0,27000.0,2100.0,5880.0,16650.0,2370.0,34.0,92.0,540.0,13650.0,2021-12-15T21:47:43-08:00,2021-12-16T05:17:43-08:00,57.2,48.0,39.0,0.09,0.15,13.125,95,65,100,100,100,99,723,2892,10290,12632,36360,28560,13860,5340,1320,960,1.65625,0,81.0,87,78,100,93,97.0,94.0,66,53.0
603,2021-12-17,82.0,81.0,99.0,95.0,76.0,74.0,62.0,94.0,24540.0,30000.0,5460.0,8010.0,12780.0,3750.0,28.0,82.0,1710.0,15600.0,2021-12-16T22:51:12-08:00,2021-12-17T07:11:12-08:00,56.25,50.0,40.0,-0.02,0.16,14.25,94,61,100,100,100,97,247,2339,5055,4113,40260,33840,10740,1560,0,0,1.3125,0,83.0,85,78,70,90,100.0,94.0,74,96.0
604,2021-12-18,92.0,92.0,100.0,89.0,97.0,91.0,72.0,100.0,27120.0,29400.0,2280.0,8880.0,14850.0,3390.0,26.0,92.0,330.0,14580.0,2021-12-17T22:27:33-08:00,2021-12-18T06:37:33-08:00,54.76,48.0,36.0,0.1,0.19,13.0,98,86,100,100,100,99,882,2996,10257,15644,28140,34560,15900,4140,1620,2040,1.6875,0,90.0,100,83,100,95,96.0,91.0,77,100.0
605,2021-12-19,92.0,97.0,100.0,97.0,90.0,80.0,70.0,100.0,29670.0,33720.0,4050.0,9480.0,14490.0,5700.0,23.0,88.0,1560.0,16980.0,2021-12-18T21:09:52-08:00,2021-12-19T06:31:52-08:00,54.93,50.0,38.0,-0.02,0.2,13.375,99,94,100,100,100,100,876,3050,14403,16094,23640,33600,23520,4260,1380,0,1.71875,0,86.0,100,90,26,88,100.0,100.0,82,100.0
606,2021-12-20,83.0,84.0,97.0,50.0,96.0,72.0,86.0,100.0,25320.0,27840.0,2520.0,6960.0,16410.0,1950.0,25.0,91.0,630.0,13740.0,2021-12-19T21:47:04-08:00,2021-12-20T05:31:04-08:00,62.57,51.0,30.0,-0.01,0.18,15.375,93,67,100,95,100,100,378,2546,8094,6471,37140,27900,15840,2400,60,3060,1.4375,0,74.0,86,90,71,80,100.0,33.0,77,68.0
607,2021-12-21,84.0,75.0,95.0,96.0,98.0,82.0,67.0,100.0,23220.0,25020.0,1800.0,5670.0,13260.0,4290.0,25.0,93.0,180.0,12390.0,2021-12-20T22:37:36-08:00,2021-12-21T05:34:36-08:00,58.69,52.0,34.0,0.08,0.19,12.625,93,68,95,95,100,100,764,2945,10698,13791,36660,26220,15720,5880,1260,660,1.6875,1,83.0,88,87,100,83,98.0,84.0,77,60.0
608,2021-12-22,86.0,80.0,95.0,95.0,99.0,76.0,78.0,100.0,24480.0,26040.0,1560.0,5760.0,14910.0,3810.0,34.0,94.0,420.0,13020.0,2021-12-21T22:17:20-08:00,2021-12-22T05:31:20-08:00,58.46,52.0,32.0,0.08,0.23,14.0,95,73,100,95,100,100,570,2714,12003,10177,33360,30360,17820,3600,420,840,1.53125,0,80.0,93,86,71,81,98.0,64.0,74,91.0
609,2021-12-23,91.0,99.0,96.0,96.0,86.0,72.0,78.0,100.0,31440.0,36600.0,5160.0,6600.0,19680.0,5160.0,39.0,86.0,420.0,18000.0,2021-12-22T21:27:08-08:00,2021-12-23T07:37:08-08:00,58.74,50.0,36.0,0.04,0.23,15.0,97,97,100,95,100,100,654,2749,8173,11284,20820,33960,18960,2280,1500,8880,1.5625,0,88.0,100,96,98,81,100.0,75.0,76,84.0
610,2021-12-24,85.0,80.0,89.0,99.0,83.0,79.0,81.0,100.0,24450.0,28740.0,4290.0,5250.0,10920.0,8280.0,25.0,85.0,480.0,13980.0,2021-12-23T22:53:28-08:00,2021-12-24T06:52:28-08:00,58.31,53.0,37.0,-0.17,0.13,15.625,92,75,95,100,100,99,594,2762,12578,11013,33600,25620,23340,3840,0,0,1.5625,1,82.0,90,94,85,82,99.0,75.0,79,56.0
611,2021-12-25,75.0,73.0,95.0,54.0,93.0,64.0,83.0,68.0,22860.0,25560.0,2700.0,5910.0,14850.0,2100.0,43.0,89.0,570.0,12510.0,2021-12-25T00:34:30-08:00,2021-12-25T07:40:30-08:00,54.63,48.0,43.0,-0.34,-0.02,13.625,91,89,100,95,100,98,406,2537,8667,6832,26400,36180,22020,1800,0,0,1.4375,0,85.0,65,89,100,81,93.0,100.0,86,72.0
612,2021-12-26,93.0,98.0,99.0,98.0,98.0,74.0,86.0,100.0,30300.0,32580.0,2280.0,8400.0,15360.0,6540.0,31.0,93.0,630.0,15900.0,2021-12-25T22:19:41-08:00,2021-12-26T07:22:41-08:00,55.62,51.0,47.0,-0.09,-0.04,14.5,98,97,95,95,100,99,600,2651,11863,11515,19560,44100,14400,5460,240,2640,1.5,1,95.0,100,96,100,84,100.0,95.0,89,100.0
613,2021-12-27,90.0,100.0,100.0,84.0,97.0,68.0,70.0,100.0,34410.0,37320.0,2910.0,11460.0,19740.0,3210.0,33.0,92.0,240.0,18300.0,2021-12-26T21:35:10-08:00,2021-12-27T07:57:10-08:00,63.0,54.0,25.0,0.79,0.37,14.375,92,85,100,78,100,97,269,2308,5633,4932,27480,42600,15720,600,0,0,1.28125,0,70.0,100,100,100,85,39.0,65.0,82,61.0
614,2021-12-28,88.0,89.0,97.0,82.0,96.0,69.0,91.0,100.0,26520.0,29100.0,2580.0,7080.0,16290.0,3150.0,31.0,91.0,1050.0,14550.0,2021-12-27T21:11:56-08:00,2021-12-28T05:16:56-08:00,58.22,52.0,36.0,0.12,0.51,13.75,84,69,100,60,100,94,3,1804,9434,29,1860,84420,120,0,0,0,0.125,0,92.0,97,100,100,90,94.0,76.0,83,100.0
615,2021-12-29,94.0,97.0,100.0,87.0,99.0,90.0,75.0,100.0,29910.0,31920.0,2010.0,10800.0,15780.0,3330.0,13.0,94.0,360.0,15930.0,2021-12-28T21:44:44-08:00,2021-12-29T06:36:44-08:00,58.44,51.0,35.0,0.01,None,12.875,88,86,100,60,100,98,537,2553,7176,9537,27540,37140,13680,2640,1380,4020,1.46875,0,92.0,100,100,57,87,100.0,100.0,83,100.0
616,2021-12-30,94.0,100.0,100.0,98.0,96.0,86.0,67.0,100.0,36360.0,40140.0,3780.0,13230.0,16440.0,6690.0,22.0,91.0,210.0,19530.0,2021-12-29T20:39:31-08:00,2021-12-30T07:48:31-08:00,58.01,53.0,38.0,0.11,0.13,13.75,86,82,95,60,100,100,643,2676,9200,11873,30480,33360,11880,4800,1380,4500,1.5625,1,91.0,100,100,84,90,92.0,76.0,84,100.0
617,2021-12-31,88.0,77.0,96.0,97.0,98.0,87.0,86.0,100.0,23760.0,25560.0,1800.0,6570.0,11910.0,5280.0,16.0,93.0,600.0,12720.0,2021-12-30T23:02:18-08:00,2021-12-31T06:08:18-08:00,57.99,51.0,33.0,-0.05,0.1,12.5,83,79,95,60,100,100,1023,3216,17025,19174,30660,19260,27000,6780,1440,1260,1.90625,1,90.0,95,100,77,85,100.0,86.0,81,90.0
618,2022-01-01,73.0,66.0,96.0,73.0,93.0,85.0,70.0,42.0,21180.0,23700.0,2520.0,6240.0,12150.0,2790.0,15.0,89.0,240.0,11250.0,2022-01-01T01:46:53-08:00,2022-01-01T08:21:53-08:00,66.92,59.0,22.0,0.31,0.22,12.5,87,88,100,78,100,100,388,2351,7707,7671,27240,45540,8880,4620,0,120,1.34375,0,63.0,57,100,51,77,80.0,6.0,66,62.0
619,2022-01-02,94.0,100.0,100.0,95.0,98.0,81.0,75.0,100.0,35280.0,38040.0,2760.0,11100.0,20280.0,3900.0,27.0,93.0,360.0,18330.0,2022-01-01T21:13:59-08:00,2022-01-02T07:47:59-08:00,58.28,52.0,36.0,-0.01,0.21,12.375,98,96,100,95,100,100,779,2827,12117,14266,21120,41100,18840,3600,1740,0,1.625,0,91.0,100,100,100,80,100.0,88.0,69,98.0
620,2022-01-03,90.0,89.0,100.0,96.0,100.0,85.0,67.0,100.0,26430.0,27960.0,1530.0,9030.0,12600.0,4800.0,20.0,95.0,180.0,13680.0,2022-01-02T21:30:14-08:00,2022-01-03T05:16:14-08:00,59.89,51.0,28.0,-0.13,0.11,12.375,94,65,100,100,100,100,555,2636,7371,9598,36540,29880,13740,2760,1320,2160,1.53125,0,84.0,100,100,68,75,100.0,98.0,64,50.0
621,2022-01-04,94.0,98.0,100.0,99.0,100.0,87.0,67.0,100.0,30690.0,32460.0,1770.0,10980.0,11880.0,7830.0,14.0,95.0,180.0,16050.0,2022-01-03T21:37:06-08:00,2022-01-04T06:38:06-08:00,60.56,51.0,28.0,0.13,0.11,12.375,93,69,100,95,100,100,365,2424,7392,6597,36420,33960,12240,3300,60,420,1.40625,0,86.0,100,100,74,77,93.0,88.0,59,91.0
622,2022-01-05,81.0,79.0,89.0,54.0,96.0,87.0,62.0,100.0,24150.0,26580.0,2430.0,5250.0,16830.0,2070.0,16.0,91.0,1740.0,13890.0,2022-01-04T21:52:56-08:00,2022-01-05T05:15:56-08:00,53.38,49.0,35.0,-0.07,0.11,13.125,95,64,100,100,100,100,548,2657,7161,9355,38820,26820,16380,1980,1380,1020,1.5625,0,88.0,76,100,100,81,100.0,95.0,63,94.0
623,2022-01-06,89.0,87.0,97.0,66.0,100.0,93.0,78.0,100.0,26010.0,27360.0,1350.0,7020.0,16410.0,2580.0,15.0,95.0,450.0,13620.0,2022-01-05T21:40:09-08:00,2022-01-06T05:16:09-08:00,59.55,53.0,26.0,0.1,0.15,12.875,94,64,95,100,100,100,542,2646,8095,9620,38760,26340,16980,1500,1260,1560,1.5625,1,79.0,97,100,72,82,95.0,66.0,56,55.0
624,2022-01-07,87.0,81.0,98.0,96.0,79.0,94.0,72.0,100.0,24510.0,29460.0,4950.0,7620.0,12420.0,4470.0,17.0,83.0,330.0,15600.0,2022-01-06T21:58:09-08:00,2022-01-07T06:09:09-08:00,56.4,50.0,33.0,-0.05,0.1,13.875,94,72,95,100,100,99,576,2682,8263,9482,34560,30300,18360,1440,1740,0,1.5625,1,84.0,91,100,75,83,100.0,98.0,59,64.0
625,2022-01-08,97.0,99.0,100.0,98.0,99.0,93.0,83.0,100.0,31890.0,33840.0,1950.0,11160.0,14370.0,6360.0,18.0,94.0,570.0,16650.0,2022-01-07T21:37:30-08:00,2022-01-08T07:01:30-08:00,57.51,50.0,29.0,0.02,0.08,13.875,92,74,100,100,100,100,631,2688,8397,10909,33600,33480,14940,2280,1860,240,1.5625,0,89.0,100,100,68,84,100.0,100.0,58,98.0
626,2022-01-09,87.0,94.0,97.0,47.0,99.0,91.0,64.0,100.0,27630.0,29520.0,1890.0,7260.0,18510.0,1860.0,23.0,94.0,150.0,14220.0,2022-01-08T22:26:36-08:00,2022-01-09T06:38:36-08:00,56.56,52.0,35.0,-0.13,0.02,12.5,91,85,100,100,100,100,586,2627,9701,10571,29040,34680,16560,2700,1320,2100,1.53125,0,84.0,90,100,66,83,100.0,76.0,63,100.0
627,2022-01-10,88.0,87.0,97.0,47.0,99.0,91.0,97.0,100.0,26040.0,27780.0,1740.0,6840.0,17370.0,1830.0,15.0,94.0,960.0,13890.0,2022-01-09T21:35:47-08:00,2022-01-10T05:18:47-08:00,56.22,49.0,34.0,0.09,0.08,12.875,86,67,100,100,100,100,536,2612,7300,9176,37500,26820,13380,2220,1440,5040,1.53125,0,89.0,93,100,88,83,96.0,100.0,66,83.0
628,2022-01-11,84.0,77.0,97.0,82.0,97.0,80.0,70.0,100.0,23790.0,25860.0,2070.0,7080.0,13560.0,3150.0,14.0,92.0,240.0,12840.0,2022-01-10T22:10:42-08:00,2022-01-11T05:21:42-08:00,56.15,50.0,29.0,-0.06,0.07,12.875,72,52,100,100,100,100,596,2702,8879,10289,44340,24180,11940,3300,1440,1200,1.59375,0,87.0,82,99,74,84,100.0,100.0,64,95.0
629,2022-01-12,89.0,88.0,99.0,96.0,88.0,88.0,70.0,100.0,26190.0,30240.0,4050.0,8580.0,13170.0,4440.0,17.0,87.0,240.0,15120.0,2022-01-11T22:21:19-08:00,2022-01-12T06:45:19-08:00,54.75,49.0,40.0,-0.31,-0.04,13.75,81,65,100,100,100,100,438,2501,10097,8100,37260,32220,11280,4620,0,1020,1.46875,0,86.0,95,98,63,83,94.0,100.0,73,66.0
630,2022-01-13,85.0,85.0,84.0,46.0,96.0,87.0,97.0,100.0,25530.0,28080.0,2550.0,4980.0,18780.0,1770.0,16.0,91.0,870.0,14220.0,2022-01-12T21:31:20-08:00,2022-01-13T05:19:20-08:00,53.83,48.0,31.0,0.03,-0.03,13.25,94,68,95,100,100,100,570,2671,7785,9670,37440,26820,16440,2520,1380,1800,1.5625,1,87.0,84,95,100,86,100.0,96.0,72,69.0
631,2022-01-14,88.0,84.0,97.0,97.0,95.0,81.0,81.0,100.0,25230.0,28020.0,2790.0,7050.0,12120.0,6060.0,18.0,90.0,510.0,13980.0,2022-01-13T21:30:57-08:00,2022-01-14T05:17:57-08:00,56.69,50.0,39.0,0.01,0.02,14.5,93,57,95,100,100,100,509,2607,7627,8959,41340,23820,16320,900,1380,2640,1.53125,1,89.0,92,93,78,86,100.0,94.0,79,100.0
632,2022-01-15,93.0,99.0,100.0,98.0,95.0,87.0,67.0,85.0,27180.0,28860.0,1680.0,10080.0,12090.0,5010.0,10.0,94.0,180.0,14160.0,2022-01-14T23:27:34-08:00,2022-01-15T07:28:34-08:00,57.44,51.0,26.0,0.16,0.13,12.75,95,76,95,100,100,100,702,2747,16226,13147,31920,37140,9720,7620,0,0,1.59375,1,92.0,100,100,73,87,91.0,100.0,74,100.0
633,2022-01-16,88.0,97.0,99.0,99.0,81.0,79.0,67.0,70.0,24540.0,26640.0,2100.0,8220.0,11220.0,5100.0,12.0,92.0,210.0,12810.0,2022-01-15T23:57:44-08:00,2022-01-16T07:21:44-08:00,57.6,53.0,29.0,0.05,0.13,13.625,94,88,100,100,100,100,580,2562,12727,10925,27300,44160,8580,6120,240,0,1.46875,0,90.0,91,100,100,84,100.0,84.0,71,100.0
634,2022-01-17,92.0,91.0,97.0,97.0,93.0,87.0,83.0,100.0,26820.0,30060.0,3240.0,6720.0,14340.0,5760.0,14.0,89.0,1230.0,15810.0,2022-01-16T20:56:13-08:00,2022-01-17T05:17:13-08:00,58.86,51.0,29.0,0.05,0.12,12.75,91,86,100,100,100,100,579,2677,11627,11077,28380,31440,21780,4560,240,0,1.5625,0,87.0,100,100,100,83,100.0,84.0,69,58.0
635,2022-01-18,89.0,81.0,100.0,96.0,93.0,90.0,78.0,100.0,24690.0,27780.0,3090.0,9960.0,10050.0,4680.0,14.0,89.0,420.0,14370.0,2022-01-17T21:33:09-08:00,2022-01-18T05:16:09-08:00,55.63,51.0,32.0,-0.29,-0.03,13.375,86,71,100,100,100,100,595,2714,9068,10238,35220,27420,18180,2220,1260,2100,1.59375,0,90.0,93,100,100,82,95.0,94.0,70,84.0
636,2022-01-19,93.0,86.0,100.0,98.0,98.0,91.0,91.0,100.0,25800.0,27780.0,1980.0,9180.0,9630.0,6990.0,16.0,93.0,1080.0,14100.0,2022-01-18T21:34:07-08:00,2022-01-19T05:17:07-08:00,57.87,52.0,33.0,0.02,-0.05,14.125,74,66,100,100,100,100,688,2800,8976,12108,37140,26940,16020,3840,1500,960,1.625,0,89.0,100,98,81,82,100.0,84.0,71,100.0
637,2022-01-20,85.0,74.0,96.0,97.0,88.0,90.0,78.0,100.0,23100.0,26520.0,3420.0,6540.0,11190.0,5370.0,11.0,87.0,420.0,12780.0,2022-01-19T21:54:20-08:00,2022-01-20T05:16:20-08:00,61.37,49.0,24.0,-0.23,-0.08,14.5,71,61,100,100,100,100,584,2685,7792,10468,40560,26040,13680,3120,1320,1680,1.5625,0,83.0,82,92,65,80,97.0,94.0,62,100.0
638,2022-01-21,81.0,72.0,91.0,89.0,72.0,84.0,78.0,100.0,22500.0,28140.0,5640.0,5400.0,13680.0,3420.0,18.0,80.0,450.0,13440.0,2022-01-20T21:12:27-08:00,2022-01-21T05:01:27-08:00,62.42,49.0,24.0,0.22,0.06,11.875,79,67,95,100,100,100,499,2579,9921,9474,37380,31140,12840,4740,300,0,1.5,1,72.0,72,85,71,80,86.0,100.0,55,19.0
639,2022-01-22,94.0,97.0,100.0,97.0,97.0,89.0,67.0,100.0,28740.0,30480.0,1740.0,9930.0,12990.0,5820.0,16.0,94.0,180.0,15450.0,2022-01-21T21:58:04-08:00,2022-01-22T06:26:04-08:00,54.96,48.0,43.0,0.13,0.15,12.75,96,78,100,100,100,100,777,2805,10322,14271,32400,33000,11820,5520,1680,1980,1.625,0,91.0,100,91,100,81,93.0,100.0,69,96.0
640,2022-01-23,85.0,83.0,96.0,97.0,81.0,81.0,67.0,100.0,25140.0,29940.0,4800.0,6150.0,13740.0,5250.0,20.0,84.0,180.0,14550.0,2022-01-22T22:28:36-08:00,2022-01-23T06:47:36-08:00,58.62,53.0,36.0,0.4,0.31,14.5,96,74,100,100,100,100,658,2707,10081,11943,34020,33600,12900,4500,1380,0,1.59375,0,70.0,81,89,62,78,70.0,43.0,73,100.0
641,2022-01-24,89.0,83.0,95.0,97.0,98.0,91.0,70.0,100.0,25200.0,27180.0,1980.0,5700.0,13590.0,5910.0,16.0,93.0,240.0,13230.0,2022-01-23T21:49:36-08:00,2022-01-24T05:22:36-08:00,53.71,48.0,44.0,0.07,0.27,13.125,93,61,100,100,100,100,539,2616,7872,9343,39240,27840,14160,2400,1440,1320,1.53125,0,83.0,91,88,73,78,99.0,97.0,83,57.0
642,2022-01-25,94.0,88.0,97.0,96.0,98.0,98.0,97.0,100.0,26130.0,28200.0,2070.0,6750.0,14940.0,4440.0,15.0,93.0,870.0,14160.0,2022-01-24T21:40:09-08:00,2022-01-25T05:30:09-08:00,54.63,50.0,37.0,-0.07,0.14,13.0,92,72,100,100,100,100,654,2742,9649,11521,34800,29580,15840,3480,1500,1200,1.59375,0,91.0,100,89,84,80,100.0,93.0,86,100.0
643,2022-01-26,86.0,92.0,96.0,30.0,96.0,82.0,97.0,100.0,27030.0,29700.0,2670.0,6000.0,19860.0,1170.0,16.0,91.0,930.0,14520.0,2022-01-25T21:06:38-08:00,2022-01-26T05:21:38-08:00,54.67,48.0,37.0,-0.03,0.03,12.75,90,79,100,100,100,100,512,2556,6452,8740,30540,27420,11520,2160,1380,13380,1.5,0,84.0,83,91,72,79,100.0,100.0,87,52.0
644,2022-01-27,90.0,85.0,98.0,99.0,100.0,91.0,72.0,100.0,25620.0,26880.0,1260.0,7770.0,9990.0,7860.0,14.0,95.0,330.0,13320.0,2022-01-26T21:50:32-08:00,2022-01-27T05:18:32-08:00,55.04,49.0,42.0,-0.17,-0.03,12.375,85,67,95,100,100,100,625,2723,9001,10880,37140,27360,16020,3360,1440,1080,1.59375,1,90.0,93,90,91,81,99.0,100.0,90,83.0
645,2022-01-28,88.0,88.0,95.0,84.0,96.0,97.0,51.0,100.0,26220.0,28680.0,2460.0,5910.0,17070.0,3240.0,18.0,91.0,1950.0,15090.0,2022-01-27T21:18:20-08:00,2022-01-28T05:16:20-08:00,56.82,51.0,34.0,-0.11,-0.06,13.125,75,76,100,100,100,100,511,2562,10886,9503,32880,32820,14220,5520,0,960,1.5,0,83.0,88,90,79,83,100.0,100.0,89,29.0
646,2022-01-29,96.0,98.0,100.0,90.0,93.0,95.0,86.0,100.0,30480.0,34080.0,3600.0,9090.0,17910.0,3480.0,16.0,89.0,1200.0,17730.0,2022-01-28T20:55:44-08:00,2022-01-29T06:23:44-08:00,54.47,48.0,39.0,-0.15,-0.06,13.25,75,89,100,100,100,100,802,2821,11484,14818,25860,37740,14640,5160,1800,1200,1.65625,0,91.0,100,96,100,84,100.0,97.0,90,59.0
647,2022-01-30,96.0,100.0,100.0,95.0,98.0,98.0,72.0,98.0,30960.0,32040.0,1080.0,11550.0,15750.0,3660.0,15.0,97.0,330.0,15930.0,2022-01-29T21:50:26-08:00,2022-01-30T06:44:26-08:00,55.31,50.0,37.0,-0.04,-0.01,13.125,74,96,100,100,100,100,708,2692,10915,13474,23580,43440,12600,5160,1380,240,1.5625,0,92.0,100,100,64,80,100.0,91.0,90,100.0
648,2022-01-31,96.0,95.0,100.0,97.0,99.0,89.0,97.0,100.0,27930.0,29700.0,1770.0,9450.0,12870.0,5610.0,17.0,94.0,840.0,14670.0,2022-01-30T21:04:49-08:00,2022-01-31T05:19:49-08:00,56.3,51.0,38.0,-0.16,-0.01,13.125,70,64,100,100,100,100,618,2713,7625,10682,38040,27780,15660,1860,1920,1140,1.59375,0,93.0,100,100,81,77,100.0,91.0,91,100.0
649,2022-02-01,82.0,76.0,97.0,97.0,81.0,77.0,67.0,100.0,23550.0,28080.0,4530.0,6900.0,10530.0,6120.0,16.0,84.0,180.0,13020.0,2022-01-31T21:32:27-08:00,2022-02-01T05:20:27-08:00,57.13,50.0,35.0,-0.04,0.0,14.0,69,59,100,100,100,100,695,2784,10019,12622,41220,25680,12540,4380,1620,960,1.625,0,85.0,71,100,62,78,100.0,81.0,90,100.0
650,2022-02-02,91.0,86.0,97.0,96.0,99.0,91.0,78.0,100.0,25770.0,27360.0,1590.0,6840.0,13740.0,5190.0,14.0,94.0,420.0,13770.0,2022-02-01T21:55:00-08:00,2022-02-02T05:31:00-08:00,59.43,50.0,32.0,-0.04,0.02,11.625,71,74,100,100,100,100,662,2744,9928,11780,33960,29400,15180,4020,1500,2340,1.625,0,92.0,93,100,66,77,100.0,100.0,89,100.0
651,2022-02-03,96.0,95.0,100.0,97.0,97.0,89.0,99.0,100.0,28080.0,30540.0,2460.0,9480.0,12780.0,5820.0,19.0,92.0,900.0,15810.0,2022-02-02T21:02:42-08:00,2022-02-03T05:31:42-08:00,57.47,49.0,40.0,-0.48,-0.13,14.25,78,62,95,100,100,100,463,2549,10110,8609,39600,28380,14280,4080,60,0,1.5,1,88.0,100,100,73,77,89.0,90.0,90,63.0
