,date,Sleep Score,Total Sleep Score,REM Sleep Score,Deep Sleep Score,Sleep Efficiency Score,Restfulness Score,Sleep Latency Score,Sleep Timin Score,Total Sleep Duration,Total Bedtime ,Awake Time,REM Sleep Duration,Light Sleep Duration,Deep Sleep Duration,Restless Sleep,Sleep Efficiency,Sleep Latency,Sleep Timing,Bedtime Start,Bedtime End,Average Resting Heart Rate,Lowest Resting Heart Rate,Average HRV,Temperature Deviation (°C),Temperature Trend Deviation,Respiratory Rate,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
180,2020-10-14,89.0,94.0,98.0,96.0,86.0,74.0,75.0,100.0,27720.0,32220.0,4500.0,7380.0,15510.0,4830.0,35.0,86.0,360.0,15360.0,2020-10-13T21:56:09-07:00,2020-10-14T06:53:09-07:00,54.69,47.0,42.0,-0.05,-0.01,14.625,89,66,100,78,100,98,330,2409,8172,5967,37080,31080,14820,2400,0,1020,1.40625,0,93.0,95,95,82,83,100.0,100.0,87,100.0
181,2020-10-15,81.0,84.0,95.0,49.0,90.0,78.0,67.0,100.0,25350.0,28980.0,3630.0,5880.0,17490.0,1980.0,32.0,87.0,180.0,14100.0,2020-10-14T22:01:03-07:00,2020-10-15T06:04:03-07:00,59.08,50.0,32.0,0.21,0.12,13.625,85,67,100,60,100,98,480,2576,10872,8682,37140,31320,13260,4140,300,240,1.5,0,86.0,75,94,100,87,87.0,85.0,83,76.0
182,2020-10-16,86.0,91.0,97.0,42.0,99.0,80.0,81.0,100.0,27030.0,28800.0,1770.0,7110.0,18240.0,1680.0,33.0,94.0,480.0,14340.0,2020-10-15T21:38:02-07:00,2020-10-16T05:38:02-07:00,53.89,48.0,39.0,0.24,0.27,12.625,81,72,100,43,100,98,465,2581,11224,8123,34860,30300,17400,3840,0,0,1.5,0,91.0,88,95,85,86,84.0,100.0,84,89.0
183,2020-10-17,92.0,98.0,96.0,97.0,88.0,74.0,83.0,100.0,31020.0,35760.0,4740.0,6240.0,18990.0,5790.0,35.0,87.0,510.0,17580.0,2020-10-16T21:28:54-07:00,2020-10-17T07:24:54-07:00,52.03,46.0,39.0,-0.08,0.21,13.625,88,93,100,60,100,99,641,2699,15215,12123,23160,36900,14640,5820,240,5640,1.5625,0,95.0,100,100,96,87,100.0,91.0,84,100.0
184,2020-10-18,94.0,100.0,100.0,100.0,97.0,82.0,70.0,100.0,32760.0,35640.0,2880.0,8970.0,15150.0,8640.0,25.0,92.0,240.0,18240.0,2020-10-17T21:34:49-07:00,2020-10-18T07:28:49-07:00,55.57,48.0,45.0,0.05,0.14,15.375,84,82,100,60,100,100,662,2688,15093,12678,29820,34500,15420,5520,480,660,1.5625,0,92.0,100,100,91,84,100.0,74.0,86,100.0
185,2020-10-19,84.0,82.0,76.0,87.0,93.0,69.0,91.0,100.0,24870.0,28080.0,3210.0,4530.0,16890.0,3450.0,39.0,89.0,1050.0,14160.0,2020-10-18T22:01:17-07:00,2020-10-19T05:49:17-07:00,52.18,45.0,55.0,-0.48,-0.08,14.625,78,62,100,60,100,99,352,2440,7732,5800,39300,29160,14280,1800,420,1440,1.4375,0,89.0,81,100,78,80,89.0,97.0,90,79.0
186,2020-10-20,83.0,85.0,96.0,54.0,93.0,80.0,67.0,100.0,25530.0,28620.0,3090.0,6660.0,16740.0,2130.0,28.0,89.0,150.0,14640.0,2020-10-19T22:19:05-07:00,2020-10-20T06:16:05-07:00,55.5,49.0,36.0,-0.18,-0.15,13.625,84,61,100,60,100,100,1272,3354,10868,22223,34020,30480,10200,8220,2880,600,1.9375,0,86.0,79,100,89,83,99.0,93.0,88,49.0
187,2020-10-21,87.0,81.0,99.0,95.0,93.0,78.0,81.0,100.0,24660.0,27780.0,3120.0,8040.0,12780.0,3840.0,35.0,89.0,480.0,13290.0,2020-10-20T22:03:18-07:00,2020-10-21T05:46:18-07:00,54.98,48.0,46.0,-0.03,-0.08,14.0,88,56,100,78,100,100,439,2527,9543,7778,42420,27060,12540,3120,660,600,1.46875,0,81.0,89,100,1,68,100.0,93.0,90,79.0
188,2020-10-22,87.0,84.0,81.0,97.0,96.0,87.0,75.0,100.0,25380.0,27900.0,2520.0,4830.0,14220.0,6330.0,28.0,91.0,360.0,13590.0,2020-10-21T21:57:14-07:00,2020-10-22T05:42:14-07:00,58.73,49.0,37.0,-0.2,-0.04,14.625,96,79,100,95,100,100,604,2677,14625,11151,31680,28860,12060,6000,300,7500,1.5625,0,82.0,89,100,75,70,98.0,63.0,89,60.0
189,2020-10-23,84.0,96.0,97.0,34.0,90.0,72.0,70.0,100.0,28410.0,32220.0,3810.0,7290.0,19770.0,1350.0,39.0,88.0,240.0,16680.0,2020-10-22T21:52:01-07:00,2020-10-23T06:49:01-07:00,53.62,48.0,51.0,-0.01,0,14.125,94,66,100,95,100,100,419,2510,7989,6859,37920,31920,14160,1260,1140,0,1.4375,0,91.0,82,100,84,70,100.0,100.0,91,100.0
190,2020-10-24,91.0,100.0,100.0,77.0,88.0,73.0,86.0,100.0,33120.0,37980.0,4860.0,11520.0,18570.0,3030.0,34.0,87.0,570.0,18840.0,2020-10-23T21:45:41-07:00,2020-10-24T08:18:41-07:00,54.81,49.0,41.0,0.21,0.12,13.625,94,76,100,95,100,100,580,2604,13064,10600,32940,35880,11340,4620,720,900,1.5,0,92.0,99,100,73,74,86.0,93.0,91,100.0
191,2020-10-25,78.0,96.0,99.0,15.0,65.0,66.0,75.0,95.0,28530.0,37020.0,8490.0,8160.0,19770.0,600.0,39.0,77.0,360.0,18900.0,2020-10-24T21:53:47-07:00,2020-10-25T08:10:47-07:00,54.86,48.0,39.0,-0.06,0.14,14.0,94,93,100,95,100,100,588,2619,13464,11582,24360,41040,15480,5400,120,0,1.5,0,86.0,66,100,76,73,100.0,97.0,90,81.0
192,2020-10-26,88.0,87.0,96.0,95.0,97.0,78.0,75.0,100.0,26100.0,28440.0,2340.0,6030.0,16260.0,3810.0,31.0,92.0,330.0,14010.0,2020-10-25T21:47:53-07:00,2020-10-26T05:41:53-07:00,54.08,50.0,40.0,0.03,0.11,14.0,87,59,95,100,100,100,563,2651,10952,10128,39180,26340,9120,6120,120,5520,1.53125,1,92.0,92,100,95,73,100.0,100.0,89,77.0
193,2020-10-27,91.0,86.0,97.0,98.0,99.0,93.0,75.0,100.0,25860.0,27540.0,1680.0,7200.0,12180.0,6480.0,26.0,94.0,360.0,13680.0,2020-10-26T22:34:59-07:00,2020-10-27T06:13:59-07:00,56.21,51.0,47.0,0.01,0.08,15.0,89,90,100,95,100,100,263,2331,5958,4337,26100,23820,12240,1620,0,22620,1.375,0,80.0,99,100,83,74,100.0,41.0,91,49.0
194,2020-10-28,84.0,68.0,96.0,96.0,96.0,92.0,78.0,100.0,21570.0,23640.0,2070.0,6150.0,10170.0,5250.0,26.0,91.0,420.0,11640.0,2020-10-27T23:22:58-07:00,2020-10-28T05:56:58-07:00,54.69,49.0,37.0,-0.03,0.08,13.75,88,60,95,78,100,99,346,2451,7411,5759,40020,27840,13680,2160,240,2460,1.4375,1,89.0,81,99,100,82,100.0,100.0,89,59.0
195,2020-10-29,85.0,88.0,98.0,57.0,96.0,82.0,67.0,100.0,26340.0,28860.0,2520.0,7350.0,16710.0,2280.0,31.0,91.0,150.0,14280.0,2020-10-28T22:21:53-07:00,2020-10-29T06:22:53-07:00,55.78,49.0,38.0,-0.04,0.05,13.75,82,52,100,60,100,97,274,2388,6563,4486,43560,28020,12240,1740,0,840,1.375,0,87.0,84,97,92,86,100.0,100.0,88,39.0
196,2020-10-30,76.0,66.0,91.0,52.0,79.0,93.0,70.0,100.0,21270.0,25560.0,4290.0,5460.0,13710.0,2100.0,29.0,83.0,210.0,14370.0,2020-10-29T22:38:59-07:00,2020-10-30T05:44:59-07:00,60.34,54.0,29.0,0.03,0.07,13.75,88,59,100,78,100,98,633,2753,11197,10318,41100,26520,14100,2400,1980,300,1.59375,0,75.0,61,88,97,91,100.0,60.0,80,42.0
197,2020-10-31,90.0,99.0,97.0,95.0,90.0,72.0,75.0,92.0,31350.0,35640.0,4290.0,7290.0,20130.0,3930.0,39.0,88.0,330.0,17670.0,2020-10-30T22:20:31-07:00,2020-10-31T08:14:31-07:00,60.15,54.0,33.0,0.1,0.13,15.875,94,97,100,78,100,98,436,2492,10579,8249,21300,33660,17820,3240,0,10380,1.4375,0,82.0,97,95,41,89,96.0,61.0,75,100.0
198,2020-11-01,85.0,93.0,99.0,52.0,90.0,78.0,67.0,100.0,27390.0,31320.0,3930.0,8310.0,16980.0,2100.0,31.0,87.0,180.0,15720.0,2020-10-31T22:09:13-08:00,2020-11-01T06:51:13-08:00,57.75,51.0,41.0,0.19,0.21,14.75,90,74,100,78,100,98,518,2609,12566,9764,33360,30900,15720,4440,120,1860,1.5,0,87.0,84,97,100,91,89.0,63.0,77,100.0
199,2020-11-02,86.0,82.0,86.0,96.0,95.0,79.0,81.0,100.0,24990.0,27660.0,2670.0,5130.0,15150.0,4710.0,32.0,90.0,450.0,13650.0,2020-11-01T22:05:09-08:00,2020-11-02T05:46:09-08:00,54.34,48.0,47.0,0.06,0.19,14.5,89,63,100,78,100,100,741,2815,9904,12997,37740,29520,11400,3420,3180,1140,1.625,0,91.0,87,95,90,89,99.0,94.0,83,100.0
200,2020-11-03,90.0,95.0,96.0,57.0,100.0,80.0,99.0,100.0,27990.0,29640.0,1650.0,6480.0,19260.0,2250.0,28.0,94.0,870.0,14850.0,2020-11-02T21:33:37-08:00,2020-11-03T05:47:37-08:00,59.12,53.0,31.0,0.25,0.22,13.625,91,55,100,95,100,100,454,2560,10986,8033,43020,25980,12900,3900,180,420,1.5,0,79.0,97,97,13,84,84.0,64.0,75,100.0
201,2020-11-04,82.0,76.0,97.0,69.0,93.0,69.0,89.0,100.0,23640.0,26460.0,2820.0,7080.0,13830.0,2730.0,35.0,89.0,660.0,13050.0,2020-11-03T22:56:32-08:00,2020-11-04T06:17:32-08:00,56.48,50.0,46.0,-0.32,0.03,14.875,94,61,100,100,100,100,410,2501,10235,7399,40260,30420,10920,4140,0,660,1.4375,0,84.0,76,93,84,85,94.0,65.0,82,100.0
202,2020-11-05,87.0,83.0,83.0,99.0,95.0,80.0,83.0,100.0,25200.0,27900.0,2700.0,4950.0,12120.0,8130.0,28.0,90.0,510.0,14070.0,2020-11-04T22:00:22-08:00,2020-11-05T05:45:22-08:00,56.6,51.0,42.0,0.2,0.05,14.625,94,63,100,100,100,99,351,2420,8263,6153,39300,29400,14520,2280,120,780,1.40625,0,85.0,89,91,93,86,88.0,76.0,85,64.0
203,2020-11-06,78.0,91.0,96.0,30.0,90.0,70.0,40.0,100.0,26880.0,30420.0,3540.0,6240.0,19470.0,1170.0,38.0,88.0,2190.0,16110.0,2020-11-05T21:18:55-08:00,2020-11-06T05:45:55-08:00,56.08,50.0,38.0,0.08,0.1,13.375,96,77,95,100,100,100,713,2853,12011,13361,33900,25740,18360,6300,420,1680,1.65625,1,87.0,67,92,95,88,98.0,96.0,84,91.0
204,2020-11-07,78.0,78.0,95.0,95.0,86.0,52.0,78.0,71.0,23850.0,27900.0,4050.0,5760.0,13890.0,4200.0,46.0,85.0,420.0,13770.0,2020-11-07T00:06:32-07:00,2020-11-07T07:51:32-07:00,54.49,47.0,43.0,0.18,0.2,14.5,96,81,100,95,100,98,319,2362,6905,5816,30480,38220,15900,1740,60,0,1.34375,0,80.0,67,88,73,82,89.0,100.0,86,47.0
205,2020-11-08,87.0,96.0,100.0,27.0,97.0,82.0,91.0,100.0,28350.0,30900.0,2550.0,10320.0,16950.0,1080.0,29.0,92.0,720.0,15750.0,2020-11-07T22:35:06-07:00,2020-11-08T07:10:06-07:00,57.1,48.0,35.0,0.41,0.31,13.875,95,74,100,95,100,98,448,2493,10600,8145,33600,31860,9300,4020,180,7440,1.4375,0,81.0,90,92,100,86,70.0,100.0,83,53.0
206,2020-11-09,82.0,80.0,95.0,48.0,90.0,75.0,97.0,100.0,24480.0,27960.0,3480.0,6000.0,16560.0,1920.0,34.0,88.0,960.0,14040.0,2020-11-08T22:14:32-07:00,2020-11-09T06:00:32-07:00,54.12,47.0,40.0,-0.28,0.15,13.5,86,49,95,78,100,97,216,2329,5019,3438,45600,24720,15360,360,0,360,1.34375,1,88.0,77,89,92,87,95.0,100.0,84,90.0
207,2020-11-10,82.0,72.0,90.0,96.0,95.0,81.0,67.0,100.0,22620.0,25140.0,2520.0,5370.0,12750.0,4500.0,24.0,90.0,180.0,11760.0,2020-11-09T22:57:29-08:00,2020-11-10T05:56:29-08:00,55.97,49.0,32.0,0.13,0.09,13.625,84,64,100,60,100,97,427,2490,10708,7892,38220,33300,10620,4020,240,0,1.4375,0,86.0,78,85,98,92,94.0,83.0,78,95.0
208,2020-11-11,88.0,98.0,98.0,10.0,99.0,89.0,97.0,100.0,30690.0,32580.0,1890.0,7440.0,22830.0,420.0,30.0,94.0,840.0,16620.0,2020-11-10T20:28:28-08:00,2020-11-11T05:31:28-08:00,57.96,52.0,32.0,-0.07,0.03,14.25,85,72,95,60,100,98,574,2648,14187,10874,34440,31200,14820,5940,0,0,1.53125,1,88.0,93,93,87,91,100.0,83.0,73,94.0
209,2020-11-12,91.0,91.0,97.0,95.0,100.0,90.0,67.0,100.0,27000.0,27960.0,960.0,6870.0,15960.0,4170.0,29.0,97.0,180.0,13860.0,2020-11-11T21:56:30-08:00,2020-11-12T05:42:30-08:00,54.45,50.0,41.0,-0.05,0.04,12.875,89,62,100,78,100,99,684,2820,11668,11642,39180,25080,15000,4620,1380,1140,1.625,0,93.0,100,95,88,88,100.0,100.0,77,100.0
210,2020-11-13,77.0,66.0,63.0,97.0,83.0,88.0,67.0,100.0,21300.0,25080.0,3780.0,3780.0,11490.0,6030.0,26.0,85.0,180.0,12210.0,2020-11-12T22:34:14-08:00,2020-11-13T05:32:14-08:00,57.44,52.0,40.0,-0.14,-0.02,15.25,88,64,100,78,100,100,1375,3534,12661,25312,31620,24540,13920,14340,540,1440,2.0625,0,74.0,64,87,52,84,100.0,53.0,79,94.0
211,2020-11-14,92.0,96.0,96.0,96.0,99.0,82.0,67.0,100.0,29100.0,31020.0,1920.0,6630.0,17730.0,4740.0,32.0,94.0,150.0,15420.0,2020-11-13T22:40:40-08:00,2020-11-14T07:17:40-08:00,57.93,52.0,34.0,0.17,0.06,13.875,91,72,100,95,100,100,658,2765,14942,11994,34740,30960,14700,5400,600,0,1.59375,0,76.0,100,92,38,66,91.0,44.0,75,100.0
212,2020-11-15,89.0,86.0,98.0,84.0,100.0,87.0,78.0,100.0,25920.0,27360.0,1440.0,7410.0,15120.0,3390.0,28.0,95.0,390.0,13710.0,2020-11-14T22:46:37-08:00,2020-11-15T06:22:37-08:00,58.16,50.0,36.0,-0.14,0.04,13.125,91,89,100,95,100,100,677,2780,15512,12394,26340,31620,20580,5880,420,1560,1.59375,0,81.0,94,92,72,63,100.0,85.0,74,61.0
213,2020-11-16,85.0,81.0,96.0,69.0,96.0,83.0,86.0,100.0,24780.0,27300.0,2520.0,6720.0,15270.0,2790.0,29.0,91.0,570.0,13590.0,2020-11-15T21:57:30-08:00,2020-11-16T05:32:30-08:00,59.06,53.0,33.0,-0.08,0.01,13.75,85,58,100,100,100,100,371,2472,8233,6538,40980,28860,12360,2640,360,1200,1.4375,0,77.0,84,89,85,62,100.0,45.0,71,100.0
214,2020-11-17,85.0,77.0,96.0,96.0,95.0,81.0,67.0,100.0,23730.0,26460.0,2730.0,6270.0,12360.0,5100.0,27.0,90.0,180.0,12630.0,2020-11-16T22:27:28-08:00,2020-11-17T05:48:28-08:00,60.5,55.0,39.0,0.23,0.09,14.75,94,62,95,100,100,100,405,2486,9163,7335,41460,29220,10800,4020,240,660,1.4375,1,78.0,84,86,87,67,85.0,46.0,74,100.0
215,2020-11-18,87.0,83.0,95.0,62.0,100.0,91.0,89.0,100.0,25200.0,26460.0,1260.0,6120.0,16560.0,2520.0,32.0,95.0,660.0,13380.0,2020-11-17T22:05:41-08:00,2020-11-18T05:26:41-08:00,55.06,49.0,38.0,-0.27,0.04,13.375,93,52,100,100,100,100,362,2475,8060,5885,44520,25500,12660,2280,660,780,1.4375,0,83.0,89,86,87,71,96.0,88.0,75,75.0
216,2020-11-19,83.0,78.0,90.0,96.0,88.0,71.0,72.0,100.0,24180.0,27840.0,3660.0,5520.0,13620.0,5040.0,28.0,87.0,270.0,14100.0,2020-11-18T22:07:54-08:00,2020-11-19T05:51:54-08:00,60.67,53.0,31.0,0.13,0.09,13.0,99,95,100,100,100,99,307,2025,8078,6592,24060,27780,8460,2640,720,22740,1.40625,0,73.0,79,83,79,76,94.0,68.0,69,41.0
217,2020-11-20,90.0,89.0,96.0,95.0,100.0,83.0,75.0,100.0,26580.0,28080.0,1500.0,6360.0,16230.0,3990.0,33.0,95.0,360.0,14130.0,2020-11-19T21:59:43-08:00,2020-11-20T05:47:43-08:00,56.38,51.0,41.0,-0.17,0.03,13.25,95,70,95,100,100,98,363,2101,10548,7845,35820,25440,7980,4860,360,11940,1.4375,1,85.0,97,86,92,82,99.0,79.0,74,89.0
218,2020-11-21,88.0,88.0,96.0,96.0,97.0,77.0,72.0,100.0,26460.0,28800.0,2340.0,6150.0,15870.0,4440.0,30.0,92.0,270.0,14400.0,2020-11-20T22:38:13-08:00,2020-11-21T06:38:13-08:00,60.13,53.0,38.0,-0.02,0.05,15.375,98,90,100,100,100,100,785,2556,21606,18038,26580,33360,15660,10020,780,0,1.75,0,79.0,92,87,87,86,100.0,29.0,76,100.0
219,2020-11-22,92.0,97.0,100.0,90.0,100.0,82.0,67.0,100.0,30030.0,31260.0,1230.0,8820.0,17580.0,3630.0,30.0,96.0,150.0,15450.0,2020-11-21T22:00:53-08:00,2020-11-22T06:41:53-08:00,60.15,53.0,36.0,-0.2,-0.01,12.875,96,82,95,100,100,100,498,2270,14446,11136,29880,31620,18420,5640,0,840,1.5625,1,79.0,100,94,59,75,98.0,60.0,76,71.0
220,2020-11-23,83.0,88.0,96.0,42.0,100.0,77.0,72.0,100.0,26250.0,27780.0,1530.0,6240.0,18330.0,1680.0,36.0,94.0,270.0,13920.0,2020-11-22T21:53:46-08:00,2020-11-23T05:36:46-08:00,56.24,50.0,38.0,-0.27,-0.09,13.75,91,65,100,100,100,100,319,2090,8468,6554,38460,28920,15360,2880,0,780,1.4375,0,85.0,78,95,92,73,96.0,81.0,77,92.0
221,2020-11-24,91.0,93.0,99.0,97.0,99.0,78.0,67.0,100.0,27510.0,29340.0,1830.0,8400.0,13620.0,5490.0,29.0,94.0,150.0,14190.0,2020-11-23T21:37:38-08:00,2020-11-24T05:46:38-08:00,57.96,48.0,35.0,0.24,0.04,13.875,94,72,95,95,100,100,347,2100,10046,7130,34800,26520,10020,4140,0,10920,1.4375,1,93.0,98,97,96,78,85.0,100.0,76,100.0
222,2020-11-25,88.0,85.0,95.0,80.0,100.0,91.0,67.0,100.0,25650.0,26460.0,810.0,5910.0,16560.0,3180.0,27.0,97.0,150.0,13140.0,2020-11-24T22:25:08-08:00,2020-11-25T05:46:08-08:00,55.08,50.0,40.0,0.05,0.16,12.75,89,68,100,78,100,99,376,2150,10854,8103,37080,28200,14520,4140,0,2460,1.46875,0,90.0,91,95,96,81,100.0,100.0,79,85.0
223,2020-11-26,84.0,91.0,97.0,37.0,100.0,78.0,67.0,100.0,26910.0,28320.0,1410.0,6720.0,18720.0,1470.0,33.0,95.0,180.0,13860.0,2020-11-25T21:59:48-08:00,2020-11-26T05:51:48-08:00,56.16,50.0,37.0,-0.14,0.11,13.375,94,99,95,78,100,99,570,2335,15639,13373,18060,33420,23160,4980,180,6600,1.59375,1,87.0,80,96,93,82,100.0,91.0,79,84.0
224,2020-11-27,80.0,96.0,100.0,43.0,76.0,91.0,12.0,100.0,28770.0,35040.0,6270.0,8670.0,18360.0,1740.0,22.0,82.0,3480.0,19020.0,2020-11-26T21:18:54-08:00,2020-11-27T07:02:54-08:00,56.4,50.0,34.0,-0.03,0.03,13.875,93,95,100,78,100,99,476,2237,12774,10718,23580,35460,22800,3840,0,720,1.53125,0,87.0,70,99,94,80,100.0,91.0,77,94.0
225,2020-11-28,90.0,100.0,100.0,72.0,95.0,72.0,72.0,100.0,32430.0,35940.0,3510.0,9510.0,20040.0,2880.0,28.0,90.0,300.0,17730.0,2020-11-27T21:34:13-08:00,2020-11-28T07:33:13-08:00,53.25,48.0,44.0,-0.04,0.03,14.0,92,92,100,78,100,99,597,2369,15638,13072,25260,34860,20520,5100,660,0,1.625,0,95.0,96,100,100,79,100.0,100.0,83,100.0
226,2020-11-29,78.0,59.0,95.0,97.0,81.0,73.0,94.0,100.0,19530.0,23280.0,3750.0,5790.0,8040.0,5700.0,31.0,84.0,750.0,11730.0,2020-11-28T22:57:37-08:00,2020-11-29T05:25:37-08:00,56.17,52.0,46.0,-0.35,-0.18,15.75,90,96,100,78,100,100,671,2434,17946,15066,23280,32520,20760,6600,180,3060,1.65625,0,78.0,65,96,78,76,93.0,60.0,87,64.0
227,2020-11-30,91.0,93.0,98.0,90.0,100.0,84.0,67.0,100.0,27480.0,28860.0,1380.0,7680.0,16200.0,3600.0,29.0,95.0,180.0,14160.0,2020-11-29T21:22:14-08:00,2020-11-30T05:23:14-08:00,57.52,52.0,34.0,0.26,0.04,14.125,82,59,95,78,100,100,380,2159,10581,7993,41280,26880,13320,3960,180,780,1.46875,1,88.0,98,100,84,70,82.0,71.0,84,100.0
228,2020-12-01,88.0,84.0,96.0,96.0,98.0,86.0,67.0,100.0,25380.0,27180.0,1800.0,6510.0,14550.0,4320.0,25.0,93.0,180.0,13170.0,2020-11-30T21:57:19-08:00,2020-12-01T05:30:19-08:00,55.87,48.0,42.0,0.04,0.14,13.5,94,66,100,95,100,100,370,2127,10685,7981,38280,29520,13560,4080,0,960,1.46875,0,84.0,90,100,85,72,100.0,93.0,86,25.0
229,2020-12-02,80.0,89.0,98.0,28.0,95.0,89.0,35.0,100.0,26520.0,29640.0,3120.0,7350.0,18030.0,1140.0,23.0,89.0,2340.0,15630.0,2020-12-01T21:17:37-08:00,2020-12-02T05:31:37-08:00,53.96,49.0,41.0,0.08,0.19,13.375,93,56,95,100,100,100,472,2246,11338,9618,42180,27240,11820,3000,1260,900,1.53125,1,88.0,70,99,92,75,98.0,99.0,87,81.0
230,2020-12-03,84.0,87.0,87.0,95.0,86.0,65.0,67.0,100.0,26070.0,30360.0,4290.0,5190.0,17070.0,3810.0,34.0,86.0,180.0,14550.0,2020-12-02T21:52:25-08:00,2020-12-03T06:18:25-08:00,55.76,49.0,47.0,0.02,0.14,13.125,92,55,100,95,100,100,288,2053,7583,5843,43080,27480,11880,3060,120,780,1.40625,0,85.0,81,96,58,75,100.0,89.0,89,84.0
231,2020-12-04,87.0,78.0,97.0,95.0,95.0,92.0,67.0,100.0,23940.0,26640.0,2700.0,7260.0,12660.0,4020.0,26.0,90.0,150.0,12960.0,2020-12-03T22:22:23-08:00,2020-12-04T05:46:23-08:00,54.1,50.0,42.0,0.13,0.17,13.125,89,62,100,78,100,98,310,2395,6754,5072,39540,27720,12300,2040,120,4680,1.40625,0,91.0,88,91,92,80,93.0,99.0,89,100.0
232,2020-12-05,92.0,96.0,100.0,95.0,95.0,82.0,70.0,100.0,29100.0,32280.0,3180.0,9690.0,15150.0,4260.0,25.0,90.0,210.0,15690.0,2020-12-04T21:51:01-08:00,2020-12-05T06:49:01-08:00,57.54,50.0,42.0,-0.06,0.13,14.5,92,85,100,78,100,99,649,2709,15094,11983,28920,38700,12360,5700,720,0,1.5625,0,92.0,100,95,97,86,100.0,79.0,90,100.0
233,2020-12-06,83.0,100.0,100.0,28.0,65.0,73.0,78.0,100.0,34410.0,44460.0,10050.0,8790.0,24480.0,1140.0,36.0,77.0,420.0,25740.0,2020-12-05T19:44:51-08:00,2020-12-06T08:05:51-08:00,55.8,50.0,44.0,-0.04,0.08,13.375,93,90,100,78,100,100,571,2595,14249,10721,26220,40740,12480,6240,0,720,1.5,0,91.0,78,100,76,82,100.0,99.0,91,100.0
234,2020-12-07,94.0,92.0,99.0,87.0,97.0,90.0,97.0,100.0,27210.0,29580.0,2370.0,8070.0,15660.0,3480.0,27.0,92.0,840.0,15030.0,2020-12-06T21:33:33-08:00,2020-12-07T05:46:33-08:00,56.74,50.0,39.0,0.07,0.09,13.875,87,61,95,78,100,99,334,2397,8117,6072,40080,30780,11700,2820,0,1020,1.375,1,92.0,100,100,98,81,99.0,89.0,90,73.0
235,2020-12-08,89.0,91.0,97.0,62.0,100.0,87.0,83.0,100.0,26910.0,28380.0,1470.0,6960.0,17490.0,2460.0,28.0,95.0,540.0,14070.0,2020-12-07T21:53:23-08:00,2020-12-08T05:46:23-08:00,55.25,49.0,42.0,0.01,0.11,13.75,85,65,100,60,100,100,547,2658,12453,9909,38040,28140,14040,4860,240,1080,1.53125,0,89.0,92,100,96,85,100.0,100.0,90,35.0
236,2020-12-09,90.0,89.0,97.0,96.0,98.0,85.0,70.0,100.0,26430.0,28440.0,2010.0,6750.0,14430.0,5250.0,27.0,93.0,210.0,13890.0,2020-12-08T21:52:49-08:00,2020-12-09T05:46:49-08:00,55.44,49.0,39.0,-0.13,0.06,14.125,81,67,100,43,100,100,491,2583,11145,8556,37380,28200,11700,3960,540,4620,1.5,0,92.0,94,100,83,83,100.0,98.0,89,83.0
237,2020-12-10,89.0,86.0,96.0,95.0,100.0,88.0,67.0,100.0,25710.0,26760.0,1050.0,6240.0,15570.0,3900.0,31.0,96.0,150.0,13380.0,2020-12-09T22:20:32-08:00,2020-12-10T05:46:32-08:00,54.35,50.0,41.0,0.07,0.07,13.75,80,63,100,43,100,99,332,2442,7965,5737,39060,31380,12480,2700,0,780,1.40625,0,92.0,92,100,81,84,99.0,100.0,89,80.0
238,2020-12-11,85.0,91.0,95.0,48.0,100.0,83.0,67.0,100.0,26910.0,28200.0,1290.0,5910.0,19110.0,1890.0,30.0,95.0,180.0,14070.0,2020-12-10T21:56:38-08:00,2020-12-11T05:46:38-08:00,54.68,50.0,38.0,-0.04,0.08,13.75,80,62,100,43,100,98,402,2510,7818,6793,39420,27720,15540,2040,480,1200,1.4375,0,92.0,81,99,99,88,100.0,86.0,88,100.0
239,2020-12-12,86.0,91.0,95.0,60.0,97.0,81.0,70.0,100.0,26970.0,29460.0,2490.0,5790.0,18780.0,2400.0,29.0,92.0,210.0,14370.0,2020-12-11T22:26:31-08:00,2020-12-12T06:37:31-08:00,58.07,51.0,28.0,0.35,0.23,13.25,82,78,100,43,100,98,561,2698,12047,10115,31200,28680,19020,3480,480,3540,1.5625,0,87.0,84,98,85,90,75.0,76.0,80,88.0
240,2020-12-13,82.0,96.0,98.0,34.0,97.0,73.0,67.0,83.0,28620.0,31020.0,2400.0,7350.0,19920.0,1350.0,32.0,92.0,150.0,15270.0,2020-12-12T23:18:35-08:00,2020-12-13T07:55:35-08:00,57.23,51.0,35.0,0.24,0.33,14.0,83,85,100,43,100,98,504,2594,11772,9066,28560,36660,17160,3960,60,0,1.46875,0,85.0,74,99,84,88,84.0,96.0,78,61.0
